Year,Month,Day,Hour,Minute,GHI,Clearsky GHI,Cloud Type,Wind Speed,Relative Humidity,Temperature,Pressure,GHI_DAY_AHEAD
2019,1,1,0,0,0,0,8,4.6,95.61,5.9,1017,0
2019,1,1,1,0,0,0,7,4.9,95.7,6.4,1015,0
2019,1,1,2,0,0,0,6,4.3,96.75,6.7,1013,0
2019,1,1,3,0,0,0,6,4.1,97.53,7.1,1011,0
2019,1,1,4,0,0,0,6,3.9,98.02,7.7,1008,0
2019,1,1,5,0,0,0,6,4.4,97.35,8.3,1006,0
2019,1,1,6,0,0,0,6,4.7,97.22,9,1005,0
2019,1,1,7,0,0,0,6,4.9,97.46,9.9,1003,0
2019,1,1,8,0,0,0,8,4.5,98.52,10.3,1002,0
2019,1,1,9,0,0,0,7,4.5,98.36,10.9,1001,0
2019,1,1,10,0,0,0,8,4.9,97.35,12,1001,0
2019,1,1,11,0,0,0,7,4.8,97.49,12.4,1002,0
2019,1,1,12,0,0,0,7,4.7,95.42,12.6,1003,0
2019,1,1,13,0,34,70,7,4.8,90.58,12.5,1005,40
2019,1,1,14,0,67,214,6,4.7,85.68,12,1006,125
2019,1,1,15,0,85,340,6,4.8,81.44,11.4,1007,250
2019,1,1,16,0,162,426,6,5.1,76.49,10.6,1008,318
2019,1,1,17,0,269,457,7,5,73.56,9.7,1009,329
2019,1,1,18,0,428,428,0,4.7,72.06,9.1,1010,313
2019,1,1,19,0,207,345,2,4.4,72.83,8.4,1012,175
2019,1,1,20,0,96,218,4,4,75.54,7.5,1013,69
2019,1,1,21,0,38,71,4,3.6,80.09,6.2,1015,42
2019,1,1,22,0,0,0,7,3.5,82.64,5.2,1017,0
2019,1,1,23,0,0,0,7,3.5,83.74,4.5,1018,0
2019,1,2,0,0,0,0,7,3.2,84.81,3.8,1019,0
2019,1,2,1,0,0,0,7,3,85.24,3.2,1019,0
2019,1,2,2,0,0,0,7,2.9,86.09,2.6,1020,0
2019,1,2,3,0,0,0,7,2.6,87.87,1.9,1020,0
2019,1,2,4,0,0,0,7,2.5,89.01,1.3,1020,0
2019,1,2,5,0,0,0,7,2.5,89.24,0.7,1020,0
2019,1,2,6,0,0,0,7,2.4,88.87,0.4,1021,0
2019,1,2,7,0,0,0,7,2.4,89.19,0.1,1022,0
2019,1,2,8,0,0,0,7,2.4,89.22,-0.2,1022,0
2019,1,2,9,0,0,0,7,2.3,88.9,-0.4,1022,0
2019,1,2,10,0,0,0,7,2.3,89.41,-0.7,1023,0
2019,1,2,11,0,0,0,7,2.3,89.23,-0.9,1024,0
2019,1,2,12,0,0,0,7,2.3,88.24,-0.8,1025,0
2019,1,2,13,0,40,74,4,2.6,81.27,0.6,1026,21
2019,1,2,14,0,125,221,7,2.8,71.92,1.5,1026,96
2019,1,2,15,0,250,349,7,2.4,64.83,2.2,1026,117
2019,1,2,16,0,318,432,7,1.8,58.64,2.8,1026,169
2019,1,2,17,0,329,461,7,1.3,54.89,3.1,1025,357
2019,1,2,18,0,313,432,7,0.9,54.28,3.2,1024,311
2019,1,2,19,0,175,346,7,0.9,59.02,3,1024,358
2019,1,2,20,0,69,219,6,1.2,71.98,2.3,1023,227
2019,1,2,21,0,42,72,4,1.4,78.39,1.1,1023,77
2019,1,2,22,0,0,0,7,1.6,78.86,0.8,1023,0
2019,1,2,23,0,0,0,7,1.8,78.55,0.9,1022,0
2019,1,3,0,0,0,0,7,2,79.2,1,1022,0
2019,1,3,1,0,0,0,6,2.2,80.93,1.1,1021,0
2019,1,3,2,0,0,0,7,2.4,82.5,1.5,1019,0
2019,1,3,3,0,0,0,6,2.5,83.57,2.1,1018,0
2019,1,3,4,0,0,0,6,2.5,84.73,2.6,1017,0
2019,1,3,5,0,0,0,6,2.3,87.6,2.8,1016,0
2019,1,3,6,0,0,0,6,2.1,90.19,3,1015,0
2019,1,3,7,0,0,0,6,1.9,92.81,3.2,1014,0
2019,1,3,8,0,0,0,6,1.9,93.99,3.6,1012,0
2019,1,3,9,0,0,0,6,2,95.32,4,1011,0
2019,1,3,10,0,0,0,6,2,96.47,4.2,1011,0
2019,1,3,11,0,0,0,6,2,97.29,4.2,1011,0
2019,1,3,12,0,0,0,6,2.2,97.9,4.1,1011,0
2019,1,3,13,0,21,69,6,2.6,95.86,4.5,1011,39
2019,1,3,14,0,96,217,6,3.1,93.76,4.9,1012,166
2019,1,3,15,0,117,350,7,3.7,87.68,5.3,1012,255
2019,1,3,16,0,169,438,6,4.2,77.59,5.4,1012,274
2019,1,3,17,0,357,469,7,4.1,71.93,5.4,1012,324
2019,1,3,18,0,311,442,4,3.7,69.29,5.5,1012,253
2019,1,3,19,0,358,358,0,3.3,69.08,5.4,1012,117
2019,1,3,20,0,227,227,0,2.8,74.04,4.7,1013,63
2019,1,3,21,0,77,77,1,2.5,81.55,3.3,1014,29
2019,1,3,22,0,0,0,1,2.4,84.64,2.4,1015,0
2019,1,3,23,0,0,0,0,2.2,86.25,1.5,1015,0
2019,1,4,0,0,0,0,1,2,86.83,0.8,1015,0
2019,1,4,1,0,0,0,1,1.9,86.91,0.4,1015,0
2019,1,4,2,0,0,0,1,1.7,85.98,0.2,1015,0
2019,1,4,3,0,0,0,4,1.4,85.47,0.1,1015,0
2019,1,4,4,0,0,0,0,1.4,87.99,-0.2,1014,0
2019,1,4,5,0,0,0,0,1.7,90.55,-0.3,1015,0
2019,1,4,6,0,0,0,0,2,92.04,-0.4,1015,0
2019,1,4,7,0,0,0,0,2.4,91.94,-0.2,1015,0
2019,1,4,8,0,0,0,1,2.5,92.94,-0.4,1015,0
2019,1,4,9,0,0,0,4,2.6,93.52,-0.6,1015,0
2019,1,4,10,0,0,0,8,2.4,93.68,-0.7,1015,0
2019,1,4,11,0,0,0,4,2.3,93.91,-0.7,1015,0
2019,1,4,12,0,0,0,4,2.5,92.48,-0.2,1015,0
2019,1,4,13,0,39,73,4,3.1,88.3,1.4,1015,11
2019,1,4,14,0,166,221,7,3.2,84.78,3,1015,208
2019,1,4,15,0,255,348,7,3.5,79.56,4.7,1014,12
2019,1,4,16,0,274,430,7,3.5,76.7,5.7,1013,34
2019,1,4,17,0,324,457,7,3.5,76,6.3,1012,17
2019,1,4,18,0,253,428,7,3.3,78.55,6.4,1012,34
2019,1,4,19,0,117,347,6,2.9,83.13,6.1,1011,96
2019,1,4,20,0,63,222,6,2.5,88.72,5.2,1011,22
2019,1,4,21,0,29,76,7,2.5,92.98,4.2,1010,11
2019,1,4,22,0,0,0,6,2.4,95.39,4,1011,0
2019,1,4,23,0,0,0,6,2,97.74,3.6,1010,0
2019,1,5,0,0,0,0,6,1.7,99.93,3.2,1010,0
2019,1,5,1,0,0,0,6,1.6,100,3.1,1010,0
2019,1,5,2,0,0,0,6,1.5,100,3.3,1009,0
2019,1,5,3,0,0,0,6,1.5,99.54,3.6,1008,0
2019,1,5,4,0,0,0,6,1.4,98.01,4,1007,0
2019,1,5,5,0,0,0,6,1.3,97.98,4.2,1006,0
2019,1,5,6,0,0,0,9,1.6,98.99,4.3,1005,0
2019,1,5,7,0,0,0,9,2.1,98.77,4.7,1003,0
2019,1,5,8,0,0,0,6,2.5,97.94,5.1,1002,0
2019,1,5,9,0,0,0,8,3.3,97.84,5.2,1000,0
2019,1,5,10,0,0,0,0,3.8,98.2,5.2,999,0
2019,1,5,11,0,0,0,0,3.8,98.3,5.3,998,0
2019,1,5,12,0,0,0,7,3.9,97.77,5.5,997,0
2019,1,5,13,0,11,67,7,3.7,97.07,5.7,997,13
2019,1,5,14,0,208,208,1,3,96.38,5.8,996,22
2019,1,5,15,0,12,330,3,3.6,95.41,5.8,995,55
2019,1,5,16,0,34,413,4,4.4,92.83,6,994,41
2019,1,5,17,0,17,442,4,4.5,91.32,6.3,994,168
2019,1,5,18,0,34,417,4,3.8,92.14,6.2,994,294
2019,1,5,19,0,96,336,3,3.3,92.22,6.1,994,281
2019,1,5,20,0,22,214,4,3.4,92.91,5.8,996,239
2019,1,5,21,0,11,74,4,3.7,93.38,5.5,998,87
2019,1,5,22,0,0,0,4,3.8,93.61,5.2,1000,0
2019,1,5,23,0,0,0,1,3.7,93.24,4.9,1001,0
2019,1,6,0,0,0,0,0,3.5,93.26,4.5,1003,0
2019,1,6,1,0,0,0,0,3.2,94.21,3.9,1004,0
2019,1,6,2,0,0,0,0,3.3,94.77,3.4,1005,0
2019,1,6,3,0,0,0,0,3.3,94.03,3,1005,0
2019,1,6,4,0,0,0,0,3.1,94.23,2.5,1005,0
2019,1,6,5,0,0,0,0,2.9,95.51,2,1006,0
2019,1,6,6,0,0,0,0,2.8,95.94,1.7,1007,0
2019,1,6,7,0,0,0,0,2.7,96.09,1.5,1007,0
2019,1,6,8,0,0,0,0,2.6,96.73,1.3,1007,0
2019,1,6,9,0,0,0,1,2.5,96.75,1.2,1008,0
2019,1,6,10,0,0,0,4,2.4,97.01,1.2,1008,0
2019,1,6,11,0,0,0,4,2.7,96.72,1.6,1009,0
2019,1,6,12,0,0,0,4,3,97.18,2.1,1009,0
2019,1,6,13,0,13,72,4,3.6,93.28,3.9,1010,39
2019,1,6,14,0,22,220,4,3.6,89.43,5.6,1011,164
2019,1,6,15,0,55,352,4,3.9,82.66,7,1011,225
2019,1,6,16,0,41,440,4,4.3,76.69,7.4,1011,317
2019,1,6,17,0,168,471,4,4.6,72.13,7.4,1012,344
2019,1,6,18,0,294,448,4,4.6,71,6.9,1013,449
2019,1,6,19,0,281,365,2,4.5,71.76,6.3,1014,233
2019,1,6,20,0,239,239,0,4.3,73.64,5.5,1015,74
2019,1,6,21,0,87,87,1,4.3,75.68,4.2,1017,19
2019,1,6,22,0,0,0,1,4.8,75.09,3.1,1019,0
2019,1,6,23,0,0,0,4,4.9,74.27,2,1020,0
2019,1,7,0,0,0,0,4,4.8,73.04,1,1021,0
2019,1,7,1,0,0,0,4,4.7,73.3,0,1022,0
2019,1,7,2,0,0,0,1,4.4,74.53,-0.9,1023,0
2019,1,7,3,0,0,0,0,4.1,75.68,-1.6,1024,0
2019,1,7,4,0,0,0,0,3.9,76.81,-2.2,1024,0
2019,1,7,5,0,0,0,0,3.8,77.72,-2.6,1025,0
2019,1,7,6,0,0,0,0,3.7,78.8,-3,1026,0
2019,1,7,7,0,0,0,0,3.7,79.47,-3.3,1027,0
2019,1,7,8,0,0,0,0,3.7,79.7,-3.6,1027,0
2019,1,7,9,0,0,0,0,3.6,79.11,-3.8,1028,0
2019,1,7,10,0,0,0,4,3.4,78.33,-4,1029,0
2019,1,7,11,0,0,0,1,3.3,77.71,-4.2,1029,0
2019,1,7,12,0,0,0,8,3.4,75.2,-4.1,1030,0
2019,1,7,13,0,39,81,4,3.7,68.65,-3.6,1031,66
2019,1,7,14,0,164,236,4,3.6,63.91,-3.1,1032,67
2019,1,7,15,0,225,367,8,3.3,60.07,-2.4,1032,42
2019,1,7,16,0,317,450,8,3.1,57.75,-1.7,1031,30
2019,1,7,17,0,344,479,8,2.8,56.3,-1.1,1029,75
2019,1,7,18,0,449,449,0,2.4,55.46,-0.6,1028,48
2019,1,7,19,0,233,365,7,2.1,56.22,-0.4,1028,73
2019,1,7,20,0,74,236,8,1.7,59.52,-0.6,1028,121
2019,1,7,21,0,19,85,8,1.2,69.76,-1.1,1028,81
2019,1,7,22,0,0,0,6,1.1,70.31,-1.2,1028,0
2019,1,7,23,0,0,0,6,1.4,69.27,-1.1,1027,0
2019,1,8,0,0,0,0,7,1.5,71.01,-1,1026,0
2019,1,8,1,0,0,0,8,1.6,73.64,-0.9,1026,0
2019,1,8,2,0,0,0,7,2,74.75,-0.6,1025,0
2019,1,8,3,0,0,0,8,2.4,76.81,-0.2,1024,0
2019,1,8,4,0,0,0,8,2.6,79.64,0.1,1023,0
2019,1,8,5,0,0,0,8,2.7,81.54,0.5,1023,0
2019,1,8,6,0,0,0,8,3,83.38,0.9,1022,0
2019,1,8,7,0,0,0,8,3.2,85.62,1.3,1021,0
2019,1,8,8,0,0,0,6,3.3,87.4,1.8,1020,0
2019,1,8,9,0,0,0,7,3.5,90.77,2.2,1019,0
2019,1,8,10,0,0,0,4,3.5,94.43,2.6,1018,0
2019,1,8,11,0,0,0,4,2.8,97.5,2.7,1018,0
2019,1,8,12,0,0,0,4,2.2,99.85,2.6,1017,0
2019,1,8,13,0,66,66,0,1.8,98.16,3.6,1016,79
2019,1,8,14,0,67,210,4,1.5,97.21,4.5,1016,232
2019,1,8,15,0,42,338,4,1.3,96.77,5.1,1015,364
2019,1,8,16,0,30,422,4,1.2,95.25,5.6,1013,294
2019,1,8,17,0,75,452,4,1.1,94.79,5.7,1011,222
2019,1,8,18,0,48,427,4,1,95.3,5.6,1010,223
2019,1,8,19,0,73,347,4,0.8,95.82,5.4,1009,114
2019,1,8,20,0,121,224,4,0.7,96.63,5,1008,241
2019,1,8,21,0,81,81,0,0.8,98.32,4.4,1007,14
2019,1,8,22,0,0,0,4,1,99.29,4.1,1006,0
2019,1,8,23,0,0,0,1,1.2,100,3.9,1006,0
2019,1,9,0,0,0,0,0,1.3,100,3.8,1005,0
2019,1,9,1,0,0,0,1,1.2,100,3.7,1004,0
2019,1,9,2,0,0,0,1,1,100,3.6,1002,0
2019,1,9,3,0,0,0,4,1.2,100,3.7,1000,0
2019,1,9,4,0,0,0,4,1.6,100,3.9,999,0
2019,1,9,5,0,0,0,4,2.2,100,4.1,997,0
2019,1,9,6,0,0,0,4,4,98.51,5.1,997,0
2019,1,9,7,0,0,0,4,5.2,95.21,5.1,997,0
2019,1,9,8,0,0,0,0,5.7,92.77,4.1,998,0
2019,1,9,9,0,0,0,0,5.6,90.67,3.4,998,0
2019,1,9,10,0,0,0,0,5.5,89.31,3.1,999,0
2019,1,9,11,0,0,0,0,5.5,88.85,2.7,999,0
2019,1,9,12,0,0,0,0,5.5,88.06,2.3,1000,0
2019,1,9,13,0,79,79,0,5.5,84.43,2.7,1001,37
2019,1,9,14,0,232,232,0,5.6,79.42,3.6,1001,158
2019,1,9,15,0,364,364,1,5.7,74.47,4.4,1001,220
2019,1,9,16,0,294,448,4,5.6,72.78,5,1000,84
2019,1,9,17,0,222,476,4,5.4,72.17,5.5,999,132
2019,1,9,18,0,223,449,4,5.2,72.36,5.6,1000,196
2019,1,9,19,0,114,367,4,5.1,73.06,5.2,1000,119
2019,1,9,20,0,241,241,0,4.8,75.33,4.4,1001,115
2019,1,9,21,0,14,91,4,4.5,79.16,3.2,1001,61
2019,1,9,22,0,0,0,4,4.5,80.89,2.4,1002,0
2019,1,9,23,0,0,0,4,4.5,81.01,1.8,1003,0
2019,1,10,0,0,0,0,0,4.5,80.26,1.3,1003,0
2019,1,10,1,0,0,0,7,4.5,79.7,0.9,1003,0
2019,1,10,2,0,0,0,4,4.7,78.71,0.6,1003,0
2019,1,10,3,0,0,0,4,4.8,78.01,0.3,1003,0
2019,1,10,4,0,0,0,4,4.9,78.43,0,1002,0
2019,1,10,5,0,0,0,4,5,79.88,-0.2,1002,0
2019,1,10,6,0,0,0,4,5,81.04,-0.3,1002,0
2019,1,10,7,0,0,0,4,5.1,80.62,-0.3,1002,0
2019,1,10,8,0,0,0,4,5.2,80.39,-0.5,1002,0
2019,1,10,9,0,0,0,8,5.3,79.54,-0.6,1002,0
2019,1,10,10,0,0,0,7,5.4,79.68,-0.8,1003,0
2019,1,10,11,0,0,0,7,5.5,79.2,-0.9,1003,0
2019,1,10,12,0,0,0,7,5.5,78.71,-1,1004,0
2019,1,10,13,0,37,73,4,5.7,76.65,-0.7,1005,84
2019,1,10,14,0,158,223,4,5.9,74.2,-0.3,1005,239
2019,1,10,15,0,220,356,7,6,71.62,0.2,1006,374
2019,1,10,16,0,84,444,8,6.1,70.79,0.3,1005,463
2019,1,10,17,0,132,475,7,6.1,70.66,0.3,1006,497
2019,1,10,18,0,196,450,7,6,71.18,0.2,1006,472
2019,1,10,19,0,119,370,7,6,72.25,0,1007,384
2019,1,10,20,0,115,244,7,5.9,73.76,-0.4,1008,256
2019,1,10,21,0,61,94,8,5.7,75.16,-1,1009,102
2019,1,10,22,0,0,0,1,5.5,76.01,-1.4,1011,0
2019,1,10,23,0,0,0,0,5.4,75.9,-1.6,1012,0
2019,1,11,0,0,0,0,1,5.3,76.11,-1.8,1012,0
2019,1,11,1,0,0,0,1,5.2,76.39,-2,1013,0
2019,1,11,2,0,0,0,1,5.1,76.84,-2.3,1013,0
2019,1,11,3,0,0,0,4,4.9,76.89,-2.6,1014,0
2019,1,11,4,0,0,0,1,4.9,76.59,-2.9,1014,0
2019,1,11,5,0,0,0,4,4.9,75.54,-3.1,1015,0
2019,1,11,6,0,0,0,0,4.9,74.49,-3.3,1016,0
2019,1,11,7,0,0,0,1,4.9,74.27,-3.6,1017,0
2019,1,11,8,0,0,0,1,4.9,74.17,-3.9,1017,0
2019,1,11,9,0,0,0,0,4.9,74.64,-4.3,1018,0
2019,1,11,10,0,0,0,0,5,75.22,-4.8,1019,0
2019,1,11,11,0,0,0,1,5,75.75,-5.3,1019,0
2019,1,11,12,0,0,0,4,5,75.17,-5.5,1020,0
2019,1,11,13,0,84,84,0,5.1,72.52,-5.1,1021,41
2019,1,11,14,0,239,239,0,5.2,69.61,-4.4,1022,233
2019,1,11,15,0,374,374,0,5.1,66.45,-3.5,1023,277
2019,1,11,16,0,463,463,0,4.9,64.04,-2.7,1022,231
2019,1,11,17,0,497,497,0,4.8,62.78,-2.1,1022,296
2019,1,11,18,0,472,472,1,4.8,62.03,-1.7,1023,333
2019,1,11,19,0,384,384,0,4.7,62.8,-1.8,1023,256
2019,1,11,20,0,256,256,0,4.5,64.79,-2.3,1023,149
2019,1,11,21,0,102,102,0,4.2,69.42,-3.4,1024,96
2019,1,11,22,0,0,0,1,4.1,72.84,-4.2,1025,0
2019,1,11,23,0,0,0,0,3.9,74.26,-4.7,1026,0
2019,1,12,0,0,0,0,1,3.7,75.65,-5.2,1027,0
2019,1,12,1,0,0,0,1,3.4,77.36,-5.7,1028,0
2019,1,12,2,0,0,0,1,3.1,78.63,-6.1,1029,0
2019,1,12,3,0,0,0,0,2.8,79.76,-6.5,1029,0
2019,1,12,4,0,0,0,1,2.6,80.14,-6.8,1029,0
2019,1,12,5,0,0,0,0,2.4,80.47,-7.1,1030,0
2019,1,12,6,0,0,0,0,2.3,80.44,-7.3,1030,0
2019,1,12,7,0,0,0,1,2.2,80.71,-7.5,1031,0
2019,1,12,8,0,0,0,1,2.1,79.9,-7.5,1031,0
2019,1,12,9,0,0,0,1,2,79.92,-7.6,1031,0
2019,1,12,10,0,0,0,1,2,80.84,-7.7,1031,0
2019,1,12,11,0,0,0,1,1.9,81.41,-7.7,1032,0
2019,1,12,12,0,0,0,8,1.8,81.28,-7.4,1032,0
2019,1,12,13,0,41,79,4,1.9,75.06,-5.7,1033,21
2019,1,12,14,0,233,233,1,1.9,67.8,-4.1,1033,88
2019,1,12,15,0,277,364,4,1.7,62.55,-2.6,1033,262
2019,1,12,16,0,231,453,4,1.4,58.46,-1.5,1032,447
2019,1,12,17,0,296,486,4,1.4,55.78,-0.4,1031,481
2019,1,12,18,0,333,461,4,1.4,55.06,0.2,1031,353
2019,1,12,19,0,256,378,4,1.4,55.92,0.4,1031,293
2019,1,12,20,0,149,250,7,1.2,62.86,0.2,1030,254
2019,1,12,21,0,96,96,1,1,72.02,-0.5,1030,102
2019,1,12,22,0,0,0,8,1,70.2,-0.8,1031,0
2019,1,12,23,0,0,0,7,0.9,68.57,-0.9,1031,0
2019,1,13,0,0,0,0,8,0.8,68.36,-1.1,1031,0
2019,1,13,1,0,0,0,8,0.8,68.49,-1.2,1031,0
2019,1,13,2,0,0,0,6,0.7,69.72,-1.5,1031,0
2019,1,13,3,0,0,0,7,1,73.9,-1.8,1031,0
2019,1,13,4,0,0,0,8,1.3,76.67,-2.1,1030,0
2019,1,13,5,0,0,0,6,1.5,78.39,-2.4,1030,0
2019,1,13,6,0,0,0,8,1.6,79.97,-2.8,1030,0
2019,1,13,7,0,0,0,8,1.7,80.99,-3.1,1030,0
2019,1,13,8,0,0,0,8,1.9,80.86,-3.3,1030,0
2019,1,13,9,0,0,0,8,2.1,81.25,-3.6,1029,0
2019,1,13,10,0,0,0,4,2.5,81.05,-3.8,1029,0
2019,1,13,11,0,0,0,4,2.9,81.15,-4.1,1029,0
2019,1,13,12,0,0,0,4,3.1,80.57,-4.4,1029,0
2019,1,13,13,0,21,76,4,3.2,75.66,-4.2,1030,50
2019,1,13,14,0,88,226,4,3.1,70.66,-3.5,1030,203
2019,1,13,15,0,262,359,4,3.1,65.95,-2.5,1029,380
2019,1,13,16,0,447,447,0,3.1,63.52,-1.7,1028,472
2019,1,13,17,0,481,481,0,3.1,62.95,-1.2,1027,507
2019,1,13,18,0,353,458,4,3.2,64.01,-1,1026,483
2019,1,13,19,0,293,380,7,3.2,67,-1.1,1026,401
2019,1,13,20,0,254,254,0,3.4,71.01,-1.3,1025,271
2019,1,13,21,0,102,102,0,3.7,75.88,-1.8,1025,113
2019,1,13,22,0,0,0,8,3.9,78.58,-2.1,1024,0
2019,1,13,23,0,0,0,4,4,80.32,-2.3,1024,0
2019,1,14,0,0,0,0,7,4,81.74,-2.5,1024,0
2019,1,14,1,0,0,0,4,4,82.7,-2.6,1024,0
2019,1,14,2,0,0,0,4,4,84.19,-2.8,1024,0
2019,1,14,3,0,0,0,7,4,85.39,-3,1024,0
2019,1,14,4,0,0,0,4,4.1,86.65,-3.3,1023,0
2019,1,14,5,0,0,0,4,4.2,87.11,-3.6,1023,0
2019,1,14,6,0,0,0,1,4.3,87.97,-4.1,1023,0
2019,1,14,7,0,0,0,1,4.4,89.1,-4.7,1023,0
2019,1,14,8,0,0,0,1,4.4,89.65,-5.2,1023,0
2019,1,14,9,0,0,0,4,4.3,89.83,-5.6,1023,0
2019,1,14,10,0,0,0,8,4.1,90.68,-6,1023,0
2019,1,14,11,0,0,0,7,3.9,90.57,-6.2,1023,0
2019,1,14,12,0,0,0,7,3.8,89.73,-6.3,1023,0
2019,1,14,13,0,50,85,7,3.9,85.69,-5.6,1023,83
2019,1,14,14,0,203,244,8,3.8,80.32,-4,1024,240
2019,1,14,15,0,380,380,0,3.6,75.59,-2.5,1023,294
2019,1,14,16,0,472,472,0,3.3,70.28,-1.3,1022,365
2019,1,14,17,0,507,507,0,3.1,66.55,-0.5,1021,389
2019,1,14,18,0,483,483,0,2.9,63.53,0.1,1021,377
2019,1,14,19,0,401,401,0,2.7,62.62,0.3,1020,394
2019,1,14,20,0,271,271,0,2.4,67.32,-0.1,1020,198
2019,1,14,21,0,113,113,0,2.1,78.76,-1.5,1019,59
2019,1,14,22,0,0,0,1,2.2,78.88,-2.5,1019,0
2019,1,14,23,0,0,0,0,2.1,79.77,-3.1,1019,0
2019,1,15,0,0,0,0,1,2.1,80.26,-3.5,1019,0
2019,1,15,1,0,0,0,1,2.1,81.35,-3.9,1019,0
2019,1,15,2,0,0,0,1,2.1,82.24,-4.2,1020,0
2019,1,15,3,0,0,0,1,2.1,83.01,-4.5,1019,0
2019,1,15,4,0,0,0,1,2.1,84.12,-4.8,1019,0
2019,1,15,5,0,0,0,0,2.1,83.8,-4.9,1019,0
2019,1,15,6,0,0,0,0,2.2,83.27,-5,1019,0
2019,1,15,7,0,0,0,0,2.3,83.32,-5.2,1019,0
2019,1,15,8,0,0,0,0,2.3,83.1,-5.3,1019,0
2019,1,15,9,0,0,0,0,2.2,83.49,-5.5,1018,0
2019,1,15,10,0,0,0,0,2.2,83.72,-5.6,1018,0
2019,1,15,11,0,0,0,1,2.3,85.3,-5.8,1019,0
2019,1,15,12,0,0,0,0,2.3,86.1,-5.7,1020,0
2019,1,15,13,0,83,83,0,2.5,81.1,-4.1,1020,15
2019,1,15,14,0,240,240,0,2.6,75.48,-2.4,1021,38
2019,1,15,15,0,294,375,8,2.3,70.51,-0.9,1021,66
2019,1,15,16,0,365,465,8,2.1,66.35,0.2,1020,117
2019,1,15,17,0,389,500,7,2,63.99,0.9,1019,153
2019,1,15,18,0,377,476,7,1.9,63.12,1.3,1018,97
2019,1,15,19,0,394,394,1,1.8,64.8,1.3,1018,135
2019,1,15,20,0,198,266,8,1.5,73.29,0.9,1018,123
2019,1,15,21,0,59,110,4,1.4,80.25,-0.1,1019,60
2019,1,15,22,0,0,0,1,1.5,80.27,-0.8,1019,0
2019,1,15,23,0,0,0,0,1.5,78.5,-1.1,1019,0
2019,1,16,0,0,0,0,0,1.5,76.47,-1.3,1019,0
2019,1,16,1,0,0,0,0,1.4,74.03,-1.3,1019,0
2019,1,16,2,0,0,0,1,1.3,72.66,-1.4,1019,0
2019,1,16,3,0,0,0,4,1.2,73.29,-1.7,1019,0
2019,1,16,4,0,0,0,0,1.3,76.93,-2.4,1018,0
2019,1,16,5,0,0,0,0,1.4,81.49,-3.1,1017,0
2019,1,16,6,0,0,0,0,1.7,85.01,-3.5,1017,0
2019,1,16,7,0,0,0,0,2.2,87.04,-3.6,1017,0
2019,1,16,8,0,0,0,1,2.5,88.94,-3.7,1017,0
2019,1,16,9,0,0,0,0,2.7,90.15,-3.8,1016,0
2019,1,16,10,0,0,0,1,2.8,91.23,-3.8,1016,0
2019,1,16,11,0,0,0,1,2.8,93.14,-3.9,1016,0
2019,1,16,12,0,0,0,4,3,92.53,-3.6,1016,0
2019,1,16,13,0,15,81,4,3.3,88.62,-2.2,1017,47
2019,1,16,14,0,38,235,4,3.7,80.43,-0.3,1017,144
2019,1,16,15,0,66,365,4,4,73.72,1.1,1017,289
2019,1,16,16,0,117,455,4,3.9,71.06,2.1,1016,477
2019,1,16,17,0,153,487,4,3.7,70.91,2.7,1016,396
2019,1,16,18,0,97,464,4,3.5,71.56,3.1,1015,285
2019,1,16,19,0,135,385,4,3.2,75.17,3,1016,121
2019,1,16,20,0,123,262,4,2.9,80.45,2.5,1016,47
2019,1,16,21,0,60,110,4,2.9,84.35,1.7,1017,73
2019,1,16,22,0,0,0,4,3.1,85.36,1.4,1017,0
2019,1,16,23,0,0,0,4,3.1,85.96,1.3,1018,0
2019,1,17,0,0,0,0,4,3.1,86.01,1.3,1019,0
2019,1,17,1,0,0,0,4,3.1,85.29,1.1,1020,0
2019,1,17,2,0,0,0,8,3.3,83.82,0.4,1021,0
2019,1,17,3,0,0,0,8,3.5,82.31,-0.6,1022,0
2019,1,17,4,0,0,0,7,3.5,79.29,-1.5,1022,0
2019,1,17,5,0,0,0,7,3.3,79.42,-2.2,1023,0
2019,1,17,6,0,0,0,7,3.1,79.24,-2.7,1023,0
2019,1,17,7,0,0,0,7,3,80.31,-3.3,1024,0
2019,1,17,8,0,0,0,6,2.8,82.19,-3.9,1025,0
2019,1,17,9,0,0,0,7,2.7,81.92,-4.1,1025,0
2019,1,17,10,0,0,0,7,2.6,81.48,-4.3,1026,0
2019,1,17,11,0,0,0,7,2.6,79.75,-4.5,1026,0
2019,1,17,12,0,0,0,7,2.6,77.62,-4.7,1027,0
2019,1,17,13,0,47,87,4,2.9,68.37,-4.3,1028,42
2019,1,17,14,0,144,247,8,2.7,60.19,-3.7,1028,155
2019,1,17,15,0,289,385,8,2.4,53.83,-2.7,1028,224
2019,1,17,16,0,477,477,0,2,50.12,-1.8,1028,93
2019,1,17,17,0,396,509,7,1.7,47.75,-1.1,1026,67
2019,1,17,18,0,285,485,7,1.5,48.04,-0.8,1026,50
2019,1,17,19,0,121,404,7,1.4,51.17,-0.9,1025,93
2019,1,17,20,0,47,276,6,1.1,57.24,-1.1,1025,48
2019,1,17,21,0,73,119,8,0.9,71.69,-1.9,1025,111
2019,1,17,22,0,0,0,7,1.1,73.5,-2.6,1025,0
2019,1,17,23,0,0,0,7,1.3,73.87,-2.6,1025,0
2019,1,18,0,0,0,0,8,1.3,74.03,-2.4,1024,0
